Unix_Timestamp,TimeObject,Open,High,Low,Close,Volume_(BTC),%
1585514760,2020-03-29 20:46:00,5933.96,5933.96,5924.84,5924.84,2.14548727,-0.15369163256914253
1585514820,2020-03-29 20:47:00,5932.82,5933.15,5923.0,5927.51,7.36677285,-0.08950212546477881
1585514880,2020-03-29 20:48:00,5923.0,5928.0,5915.9,5923.4,9.15940465,0.006753334458882935
1585514940,2020-03-29 20:49:00,5922.24,5926.02,5917.37,5917.37,2.03327641,-0.08223239855189744
1585515000,2020-03-29 20:50:00,5925.29,5927.23,5918.0,5918.0,2.21721215,-0.12303195286644136
1585515060,2020-03-29 20:51:00,5925.18,5925.47,5922.69,5922.69,1.20600721,-0.04202403977601847
1585515120,2020-03-29 20:52:00,5938.8,5938.8,5929.56,5929.58,0.82047944,-0.15525021889944526
1585515180,2020-03-29 20:53:00,5933.08,5938.6,5928.54,5928.54,4.74378727,-0.07652012108382095
1585515240,2020-03-29 20:54:00,5933.9,5938.53,5931.68,5935.97,0.52120545,0.03488430880197877
1585515300,2020-03-29 20:55:00,5926.71,5938.41,5926.71,5931.57,0.29276182,0.08200165015665813
1585515360,2020-03-29 20:56:00,5934.12,5938.42,5934.05,5934.05,0.38705978,-0.0011796188819860227
1585515420,2020-03-29 20:57:00,5938.41,5949.1,5938.41,5948.92,4.9579455,0.1769834012808179
1585515480,2020-03-29 20:58:00,5948.81,5949.17,5941.8,5949.17,3.17058988,0.006051630494160556
1585515540,2020-03-29 20:59:00,5948.96,5949.03,5942.19,5948.03,3.7377856,-0.015632984588907828
1585515600,2020-03-29 21:00:00,5944.26,5948.09,5937.63,5937.63,3.94920928,-0.11153617102885993
1585515660,2020-03-29 21:01:00,5940.22,5940.22,5932.92,5936.41,8.27117896,-0.06413903862147192
1585515720,2020-03-29 21:02:00,5931.31,5939.89,5931.3,5938.36,2.36873467,0.11886075757293535
1585515780,2020-03-29 21:03:00,5931.29,5938.12,5923.6,5932.07,2.52850581,0.013150596244657491
1585515840,2020-03-29 21:04:00,5930.0,5930.0,5920.3,5928.31,3.82997807,-0.02849915682967285
1585515900,2020-03-29 21:05:00,5928.31,5928.36,5905.86,5905.86,32.72558047,-0.37869139771706817
1585515960,2020-03-29 21:06:00,5904.54,5919.79,5904.5,5919.79,5.85321766,0.25827583520477465
1585516020,2020-03-29 21:07:00,5919.8,5926.02,5913.43,5916.72,7.23551289,-0.05202878475624054
1585516080,2020-03-29 21:08:00,5920.0,5924.24,5916.83,5924.24,2.60613755,0.07162162162161793
1585516140,2020-03-29 21:09:00,5920.0,5924.24,5915.0,5915.0,33.13963264,-0.08445945945945946
1585516200,2020-03-29 21:10:00,5915.0,5915.0,5910.17,5915.0,3.6583063,0.0
1585516260,2020-03-29 21:11:00,5915.0,5915.0,5912.1,5914.99,20.92847555,-0.00016906170752693624
1585516320,2020-03-29 21:12:00,5915.0,5919.89,5913.24,5914.99,29.52811532,-0.00016906170752693624
1585516380,2020-03-29 21:13:00,5915.0,5924.18,5914.99,5924.18,29.63939171,0.15519864750634474
1585516440,2020-03-29 21:14:00,5929.14,5934.05,5922.35,5934.05,1.14623444,0.08281133520206732
1585516500,2020-03-29 21:15:00,5934.0,5934.04,5924.08,5926.94,1.47305847,-0.11897539602292552
1585516560,2020-03-29 21:16:00,5932.75,5932.76,5928.14,5930.92,1.08573337,-0.030845729214949682
1585516620,2020-03-29 21:17:00,5928.14,5929.68,5926.51,5928.57,1.48053593,0.007253539896145866
1585516680,2020-03-29 21:18:00,5927.74,5927.74,5922.3,5926.67,2.264108,-0.018050724222042618
1585516740,2020-03-29 21:19:00,5922.3,5926.66,5922.3,5926.66,0.43302019,0.07362004626580336
1585516800,2020-03-29 21:20:00,5922.7,5929.68,5922.7,5929.67,2.53643894,0.11768281358164781
1585516860,2020-03-29 21:21:00,5929.67,5929.67,5923.52,5929.67,2.61907589,0.0
1585516920,2020-03-29 21:22:00,5929.67,5932.15,5925.06,5932.14,0.78743013,0.04165493189334743
1585516980,2020-03-29 21:23:00,5932.14,5937.11,5928.59,5934.02,1.86322807,0.03169176722060014
1585517040,2020-03-29 21:24:00,5928.58,5929.73,5919.74,5924.01,1.61073709,-0.07708422590231909
1585517100,2020-03-29 21:25:00,5921.52,5921.52,5915.01,5921.52,0.26258145,0.0
1585517160,2020-03-29 21:26:00,5921.51,5927.34,5915.07,5927.34,1.48289126,0.09845461715001624
1585517220,2020-03-29 21:27:00,5916.73,5925.91,5916.73,5925.9,0.43519368,0.15498425650655132
1585517280,2020-03-29 21:28:00,5919.58,5929.73,5919.58,5929.62,3.21591635,0.16960662749722047
1585517340,2020-03-29 21:29:00,5929.62,5931.06,5929.62,5931.06,5.85461564,0.024284861424518085
1585517400,2020-03-29 21:30:00,5931.05,5931.05,5922.31,5923.87,1.40997696,-0.12105782281384056
1585517460,2020-03-29 21:31:00,5923.87,5931.05,5922.31,5930.0,0.52226632,0.10347965097141075
1585517520,2020-03-29 21:32:00,5923.0,5930.0,5923.0,5926.07,0.11162074,0.05183184197196875
1585517580,2020-03-29 21:33:00,5935.34,5938.51,5929.03,5929.03,2.61614589,-0.10631235952785181
1585517640,2020-03-29 21:34:00,5939.62,5939.62,5933.09,5935.66,0.35951333,-0.06667093181045314
1585517700,2020-03-29 21:35:00,5935.65,5935.65,5931.46,5934.53,0.05101947,-0.018869037089449193
1585517760,2020-03-29 21:36:00,5932.6,5933.2,5924.97,5933.2,1.13298041,0.010113609547238214
1585517820,2020-03-29 21:37:00,5930.47,5932.08,5919.64,5928.09,5.42550526,-0.040131726490482356
1585517880,2020-03-29 21:38:00,5926.76,5926.76,5911.71,5911.71,1.49479797,-0.25393300892899634
1585517940,2020-03-29 21:39:00,5916.59,5916.59,5895.96,5908.62,25.90855677,-0.13470597083793628
1585518000,2020-03-29 21:40:00,5904.87,5910.07,5895.51,5910.05,2.75812481,0.0877242005327855
1585518060,2020-03-29 21:41:00,5905.58,5915.22,5903.0,5915.22,34.89761123,0.16323544850802676
1585518120,2020-03-29 21:42:00,5907.09,5914.79,5907.09,5914.79,0.3793782,0.13035183144322868
1585518180,2020-03-29 21:43:00,5914.83,5914.83,5907.52,5914.83,0.78510109,0.0
1585518240,2020-03-29 21:44:00,5907.66,5914.73,5906.29,5906.61,0.10685255,-0.017773534699020963
1585518300,2020-03-29 21:45:00,5906.84,5914.57,5902.44,5914.57,1.63668784,0.1308652342030521
1585518360,2020-03-29 21:46:00,5903.96,5908.51,5900.49,5900.94,1.01880866,-0.05115210807662038
1585518420,2020-03-29 21:47:00,5909.44,5909.52,5895.6,5903.77,1.97051449,-0.09594817783071093
1585518480,2020-03-29 21:48:00,5894.65,5906.1,5894.65,5906.1,1.53551373,0.19424393305795473
1585518540,2020-03-29 21:49:00,5906.4,5906.4,5901.73,5904.85,2.80168382,-0.026242719761602203
1585518600,2020-03-29 21:50:00,5905.12,5905.12,5900.95,5903.95,1.8036737,-0.01981331454737707
1585518660,2020-03-29 21:51:00,5898.27,5904.85,5897.01,5897.33,0.39332134,-0.01593687640614128
1585518720,2020-03-29 21:52:00,5897.87,5906.11,5897.87,5906.11,3.28764652,0.13971145515244965
1585518780,2020-03-29 21:53:00,5911.0,5912.41,5911.0,5912.41,0.02380696,0.02385383183894188
1585518840,2020-03-29 21:54:00,5902.42,5913.16,5901.49,5913.16,4.61991966,0.18195926416621966
1585518900,2020-03-29 21:55:00,5913.16,5923.1,5910.72,5922.31,6.29562312,0.1547395977785236
1585518960,2020-03-29 21:56:00,5913.54,5921.99,5913.54,5914.11,3.20341131,0.009638896498539098
1585519020,2020-03-29 21:57:00,5922.3,5923.89,5912.56,5914.31,4.16422098,-0.1349138003816048
1585519080,2020-03-29 21:58:00,5922.26,5922.26,5913.97,5913.97,1.2331971,-0.13998034534113604
1585519140,2020-03-29 21:59:00,5899.33,5910.51,5894.65,5894.65,18.61008463,-0.07933104267773275
1585519200,2020-03-29 22:00:00,5894.65,5895.57,5873.48,5883.49,25.42103275,-0.18932421772284794
1585519260,2020-03-29 22:01:00,5879.43,5900.27,5877.01,5899.62,9.85827909,0.34340063577591023
1585519320,2020-03-29 22:02:00,5897.08,5901.27,5886.4,5896.23,3.18551314,-0.014413913326601706
1585519380,2020-03-29 22:03:00,5901.29,5901.31,5892.75,5894.92,1.91695866,-0.10794250070747058
1585519440,2020-03-29 22:04:00,5897.51,5904.35,5891.34,5902.54,4.01207776,0.08529023265750707
1585519500,2020-03-29 22:05:00,5908.0,5915.9,5906.65,5915.9,6.40931267,0.1337169939065612
1585519560,2020-03-29 22:06:00,5915.9,5915.9,5910.42,5915.9,5.70263244,0.0
1585519620,2020-03-29 22:07:00,5915.9,5930.1,5915.9,5917.27,9.80893382,0.023157930323379376
1585519680,2020-03-29 22:08:00,5930.1,5930.1,5921.48,5921.48,6.3207681,-0.14536011197114382
1585519740,2020-03-29 22:09:00,5919.66,5928.95,5914.8,5928.32,8.43096484,0.14629218569985192
1585519800,2020-03-29 22:10:00,5925.3,5925.43,5916.0,5925.43,1.55419209,0.0021939817393230574
1585519860,2020-03-29 22:11:00,5925.42,5925.43,5912.61,5918.53,2.28759694,-0.11627867729207934
1585519920,2020-03-29 22:12:00,5912.65,5915.0,5908.95,5914.5,1.18628203,0.031288846794590645
1585519980,2020-03-29 22:13:00,5914.69,5914.69,5909.58,5909.58,0.65852381,-0.08639506043426913
1585520040,2020-03-29 22:14:00,5914.68,5922.05,5913.97,5921.81,1.30662432,0.12054751905428711
1585520100,2020-03-29 22:15:00,5921.01,5927.97,5917.52,5917.52,3.51445304,-0.05894264660927412
1585520160,2020-03-29 22:16:00,5926.7,5930.8,5923.35,5930.14,37.68595371,0.05804241820913003
1585520220,2020-03-29 22:17:00,5928.23,5928.23,5919.92,5919.92,0.26891884,-0.14017674752834305
1585520280,2020-03-29 22:18:00,5927.84,5933.08,5925.01,5925.01,2.16951402,-0.047740829712001796
1585520340,2020-03-29 22:19:00,5924.84,5929.78,5924.84,5924.84,0.69901303,0.0
1585520400,2020-03-29 22:20:00,5924.84,5929.76,5922.27,5929.74,1.49520354,0.08270265526157054
1585520460,2020-03-29 22:21:00,5922.29,5924.24,5922.29,5924.24,0.02983388,0.03292645243646999
1585520520,2020-03-29 22:22:00,5928.63,5930.09,5924.66,5930.05,7.00146589,0.023951570598942297
1585520580,2020-03-29 22:23:00,5925.09,5928.06,5924.96,5924.96,1.29116237,-0.0021940594995199926
1585520640,2020-03-29 22:24:00,5924.96,5924.96,5914.0,5921.49,0.56724399,-0.05856579622478894
1585520700,2020-03-29 22:25:00,5915.19,5922.06,5914.71,5916.65,0.15465081,0.024682216463039
1585520760,2020-03-29 22:26:00,5915.39,5920.82,5911.63,5920.61,1.70864542,0.08824439301549594
1585520820,2020-03-29 22:27:00,5920.5,5924.49,5914.3,5920.97,4.94680251,0.007938518706194657
1585520880,2020-03-29 22:28:00,5923.93,5923.96,5916.66,5916.66,1.40266236,-0.12272258450049943
1585520940,2020-03-29 22:29:00,5924.09,5927.92,5921.53,5921.53,1.22697079,-0.04321338804779131
1585521000,2020-03-29 22:30:00,5925.32,5934.16,5925.32,5934.16,1.11873556,0.1491902547035459
1585521060,2020-03-29 22:31:00,5935.11,5941.75,5928.78,5933.67,9.08392009,-0.024262397832552386
1585521120,2020-03-29 22:32:00,5942.07,5942.07,5932.85,5936.35,1.23297022,-0.09626275018637184
1585521180,2020-03-29 22:33:00,5938.3,5942.0,5938.3,5942.0,20.95882311,0.06230739437212364
1585521240,2020-03-29 22:34:00,5940.75,5941.01,5930.83,5941.01,2.0408859,0.004376551782186058
1585521300,2020-03-29 22:35:00,5936.82,5937.76,5931.6,5931.65,1.08171097,-0.08708365758099577
1585521360,2020-03-29 22:36:00,5937.84,5937.84,5931.34,5934.01,0.25224229,-0.06450156959432937
1585521420,2020-03-29 22:37:00,5934.05,5934.05,5926.03,5926.03,0.23323932,-0.13515221476058403
1585521480,2020-03-29 22:38:00,5928.01,5928.09,5922.84,5927.84,0.26434344,-0.0028677414511796163
1585521540,2020-03-29 22:39:00,5922.02,5927.28,5920.49,5920.49,1.29189633,-0.0258357790078496
1585521600,2020-03-29 22:40:00,5926.32,5926.32,5915.25,5915.25,2.59961529,-0.18679382821041912
1585521660,2020-03-29 22:41:00,5922.14,5922.14,5920.35,5921.92,2.88873961,-0.0037148733397092035
1585521720,2020-03-29 22:42:00,5917.88,5917.88,5917.01,5917.01,0.90889549,-0.01470121056864774
1585521780,2020-03-29 22:43:00,5922.01,5925.68,5917.01,5917.01,2.96087693,-0.08443079292334865
1585521840,2020-03-29 22:44:00,5923.19,5923.43,5917.32,5922.41,0.65930534,-0.013168579768667652
1585521900,2020-03-29 22:45:00,5922.44,5922.5,5917.32,5919.87,1.89998923,-0.04339427668325402
1585521960,2020-03-29 22:46:00,5925.68,5928.33,5913.77,5913.82,6.45107128,-0.20014580605096094
1585522020,2020-03-29 22:47:00,5919.04,5919.04,5906.28,5908.78,1.22358962,-0.17333891982484015
1585522080,2020-03-29 22:48:00,5913.72,5916.41,5909.24,5909.53,7.88211854,-0.0708521877938169
1585522140,2020-03-29 22:49:00,5910.59,5913.55,5903.61,5903.61,4.8531056,-0.11809311760755647
1585522200,2020-03-29 22:50:00,5908.68,5909.74,5901.72,5907.26,2.93220716,-0.024032440409703565
1585522260,2020-03-29 22:51:00,5909.63,5913.5,5902.0,5904.77,34.80514115,-0.08223865115074333
1585522320,2020-03-29 22:52:00,5902.94,5907.31,5901.99,5907.31,81.86134874,0.07403090663297951
1585522380,2020-03-29 22:53:00,5907.31,5907.31,5899.12,5899.12,14.35441254,-0.13864178450090664
1585522440,2020-03-29 22:54:00,5902.65,5904.38,5894.65,5901.56,10.25018187,-0.018466282093622968
1585522500,2020-03-29 22:55:00,5895.6,5899.3,5895.6,5896.08,0.21641,0.008141664970479058
1585522560,2020-03-29 22:56:00,5900.0,5900.0,5893.06,5896.24,8.26953258,-0.06372881355932573
1585522620,2020-03-29 22:57:00,5896.19,5899.16,5893.69,5893.69,5.58364857,-0.042400261864017276
1585522680,2020-03-29 22:58:00,5899.16,5917.17,5898.98,5916.88,9.29468173,0.3003817492660015
1585522740,2020-03-29 22:59:00,5914.6,5914.63,5908.73,5911.63,3.01431208,-0.05021472288912614
1585522800,2020-03-29 23:00:00,5918.26,5918.49,5899.87,5901.02,2.96055127,-0.29130183533673376
1585522860,2020-03-29 23:01:00,5906.92,5906.95,5902.67,5906.95,1.90810445,0.0005078788945803455
1585522920,2020-03-29 23:02:00,5906.95,5908.42,5903.61,5903.61,8.41689047,-0.05654356309093772
1585522980,2020-03-29 23:03:00,5903.15,5908.26,5903.13,5908.26,4.92421133,0.08656395314367045
1585523040,2020-03-29 23:04:00,5908.26,5918.41,5906.28,5918.41,5.17254517,0.1717933875624911
1585523100,2020-03-29 23:05:00,5914.64,5926.83,5914.64,5920.85,4.59382183,0.10499371052168918
1585523160,2020-03-29 23:06:00,5920.9,5925.37,5914.11,5914.11,4.01465814,-0.11467851171274576
1585523220,2020-03-29 23:07:00,5921.97,5923.67,5914.86,5923.67,0.43662567,0.028706663492044336
1585523280,2020-03-29 23:08:00,5914.3,5923.44,5914.3,5921.6,0.89406771,0.12342965355156454
1585523340,2020-03-29 23:09:00,5918.03,5925.36,5918.03,5925.36,0.17495098,0.12385878408862287
1585523400,2020-03-29 23:10:00,5920.36,5921.71,5913.24,5916.89,8.20227081,-0.05861130066413774
1585523460,2020-03-29 23:11:00,5916.31,5916.31,5907.3,5916.01,1.4404219,-0.005070728207280922
1585523520,2020-03-29 23:12:00,5911.69,5912.06,5901.87,5901.87,1.44949941,-0.16611155185741658
1585523580,2020-03-29 23:13:00,5910.03,5913.82,5908.63,5913.69,5.33556966,0.061928619651674434
1585523640,2020-03-29 23:14:00,5908.63,5917.6,5908.63,5917.6,2.97642876,0.15181184132362754
1585523700,2020-03-29 23:15:00,5913.4,5924.05,5913.4,5919.1,2.33554497,0.09639124699835507
1585523760,2020-03-29 23:16:00,5924.65,5924.65,5923.68,5923.68,0.30471735,-0.016372275155483364
1585523820,2020-03-29 23:17:00,5921.75,5929.03,5920.12,5920.12,4.24843532,-0.02752564697935761
1585523880,2020-03-29 23:18:00,5922.63,5924.59,5918.59,5921.66,5.2208553,-0.016377859160546154
1585523940,2020-03-29 23:19:00,5917.8,5922.09,5914.61,5916.92,1.42003418,-0.01487039102369308
1585524000,2020-03-29 23:20:00,5918.74,5921.28,5918.74,5921.28,0.01582867,0.042914539243149114
1585524060,2020-03-29 23:21:00,5916.28,5916.28,5910.0,5910.0,3.02010079,-0.10614778205223123
1585524120,2020-03-29 23:22:00,5915.85,5915.85,5911.57,5915.37,0.63042433,-0.008113795988750103
1585524180,2020-03-29 23:23:00,5918.01,5920.0,5913.33,5913.33,3.83767847,-0.07908063690328829
1585524240,2020-03-29 23:24:00,5919.13,5920.25,5913.33,5916.5,0.09569965,-0.044432205408566953
1585524300,2020-03-29 23:25:00,5923.78,5923.78,5918.62,5919.61,0.25743608,-0.07039424151470974
1585524360,2020-03-29 23:26:00,5919.61,5925.04,5917.76,5917.76,1.44379449,-0.03125205883494782
1585524420,2020-03-29 23:27:00,5912.15,5916.94,5909.91,5909.91,0.07506906,-0.03788807794118522
1585524480,2020-03-29 23:28:00,5911.38,5916.43,5907.6,5914.88,1.3430255,0.05920783302714426
1585524540,2020-03-29 23:29:00,5910.99,5915.6,5908.54,5915.6,0.20595958,0.07799031972648544
1585524600,2020-03-29 23:30:00,5911.47,5914.28,5908.21,5914.28,0.219345,0.04753470794911402
1585524660,2020-03-29 23:31:00,5914.28,5919.69,5908.02,5908.02,0.64633294,-0.10584551289420367
1585524720,2020-03-29 23:32:00,5913.68,5913.68,5905.0,5905.0,0.4592821,-0.14677831739289732
1585524780,2020-03-29 23:33:00,5910.45,5916.67,5905.9,5916.67,4.54382887,0.10523733387475158
1585524840,2020-03-29 23:34:00,5910.64,5916.66,5910.64,5911.8,0.34252078,0.019625624297873907
1585524900,2020-03-29 23:35:00,5918.33,5918.33,5911.8,5911.8,0.25115484,-0.11033517901164257
1585524960,2020-03-29 23:36:00,5910.65,5910.65,5893.0,5905.27,16.88993316,-0.0910221380051128
1585525020,2020-03-29 23:37:00,5893.0,5902.31,5893.0,5902.31,2.79074171,0.15798404887154932
1585525080,2020-03-29 23:38:00,5896.04,5903.89,5896.04,5903.89,0.37321829,0.13314020936086532
1585525140,2020-03-29 23:39:00,5907.03,5907.03,5900.3,5900.3,0.04162165,-0.1139320436835358
1585525200,2020-03-29 23:40:00,5900.12,5912.47,5894.46,5912.47,7.69923107,0.209317776587601
1585525260,2020-03-29 23:41:00,5909.03,5912.47,5906.17,5906.17,0.98049095,-0.04840049889744463
1585525320,2020-03-29 23:42:00,5914.15,5914.15,5901.41,5901.41,0.5351183,-0.21541557113025173
1585525380,2020-03-29 23:43:00,5900.72,5909.35,5900.72,5901.03,0.04947912,0.005253596171306055
1585525440,2020-03-29 23:44:00,5906.7,5908.48,5900.01,5908.48,1.79829313,0.030135270116981486
1585525500,2020-03-29 23:45:00,5909.53,5909.53,5900.58,5905.32,2.46855679,-0.07124086010224226
1585525560,2020-03-29 23:46:00,5909.89,5909.89,5904.98,5905.59,0.65887326,-0.07275939146075784
1585525620,2020-03-29 23:47:00,5907.31,5907.31,5900.85,5900.85,4.12257059,-0.1093560351496711
1585525680,2020-03-29 23:48:00,5902.09,5903.57,5900.1,5900.11,7.90325558,-0.033547438280345995
1585525740,2020-03-29 23:49:00,5903.7,5907.2,5897.5,5905.47,3.19357936,0.029981198231624855
1585525800,2020-03-29 23:50:00,5907.08,5907.08,5902.74,5902.74,0.12145939,-0.07347115664592567
1585525860,2020-03-29 23:51:00,5911.83,5911.83,5905.21,5908.35,3.10328885,-0.05886502149080003
1585525920,2020-03-29 23:52:00,5908.31,5913.35,5908.3,5912.4,0.63007349,0.0692245329036431
1585525980,2020-03-29 23:53:00,5909.71,5911.81,5905.14,5906.03,1.17848869,-0.0622703990551193
1585526040,2020-03-29 23:54:00,5902.94,5905.85,5897.24,5903.46,1.67261149,0.008809169668003344
1585526100,2020-03-29 23:55:00,5898.05,5899.74,5893.81,5893.81,0.30684744,-0.07188816642788348
1585526160,2020-03-29 23:56:00,5899.42,5899.42,5883.1,5886.64,13.8993596,-0.21663146546609235
1585526220,2020-03-29 23:57:00,5888.77,5890.48,5880.0,5881.34,14.58024016,-0.12617235857403652
1585526280,2020-03-29 23:58:00,5881.34,5886.18,5879.19,5884.64,6.95326898,0.05610966208381392
1585526340,2020-03-29 23:59:00,5882.77,5882.77,5870.06,5870.9,7.5995045,-0.20177569410330165
1585526400,2020-03-30 00:00:00,5878.47,5895.56,5878.47,5895.56,9.61139346,0.29072190552984273
1585526460,2020-03-30 00:01:00,5902.88,5904.25,5892.03,5896.43,1.32477051,-0.10926869595857984
1585526520,2020-03-30 00:02:00,5890.27,5891.87,5880.53,5880.53,0.42452953,-0.16535744541422873
1585526580,2020-03-30 00:03:00,5871.81,5880.23,5871.81,5878.94,2.46515963,0.12142763474974835
1585526640,2020-03-30 00:04:00,5870.9,5874.22,5856.0,5856.0,25.68053683,-0.2537941371850932
1585526700,2020-03-30 00:05:00,5861.48,5874.54,5861.48,5874.54,15.20821246,0.22281062120830236
1585526760,2020-03-30 00:06:00,5874.54,5881.28,5869.06,5881.28,2.29166665,0.1147323875571497
1585526820,2020-03-30 00:07:00,5874.59,5884.66,5874.42,5881.8,1.4326219,0.1227319693799914
1585526880,2020-03-30 00:08:00,5875.0,5875.0,5863.11,5874.76,10.7102848,-0.004085106382975007
1585526940,2020-03-30 00:09:00,5863.68,5875.39,5859.28,5875.39,0.65182757,0.19970394018773258
1585527000,2020-03-30 00:10:00,5872.77,5872.77,5867.42,5870.65,2.30926445,-0.036098808569053446
1585527060,2020-03-30 00:11:00,5887.48,5893.29,5878.93,5893.29,0.56967116,0.09868398703690544
1585527120,2020-03-30 00:12:00,5894.64,5901.02,5889.36,5894.24,8.8402111,-0.0067858257671468605
1585527180,2020-03-30 00:13:00,5892.95,5892.95,5885.2,5885.2,3.53795736,-0.1315130791878431
1585527240,2020-03-30 00:14:00,5888.57,5890.86,5882.98,5888.0,0.98367786,-0.009679769451661591
1585527300,2020-03-30 00:15:00,5889.44,5894.87,5883.16,5894.36,7.55084282,0.08353935178896589
1585527360,2020-03-30 00:16:00,5889.09,5894.71,5881.12,5881.12,2.59693336,-0.13533500082356112
1585527420,2020-03-30 00:17:00,5886.82,5888.74,5884.02,5884.02,0.69246221,-0.04756387998952359
1585527480,2020-03-30 00:18:00,5889.81,5893.14,5883.23,5893.14,6.17306013,0.05653832636366753
1585527540,2020-03-30 00:19:00,5892.96,5901.72,5890.26,5897.55,10.75004708,0.07788954956422826
1585527600,2020-03-30 00:20:00,5900.71,5908.81,5899.16,5900.1,3.13356332,-0.010337739017841456
1585527660,2020-03-30 00:21:00,5898.86,5903.74,5896.79,5901.96,1.31368811,0.05255252709846248
1585527720,2020-03-30 00:22:00,5895.85,5900.54,5893.08,5900.0,1.82168466,0.07038849360142534
1585527780,2020-03-30 00:23:00,5899.5,5903.67,5899.5,5903.67,0.55639832,0.07068395626748153
1585527840,2020-03-30 00:24:00,5903.48,5903.48,5895.6,5898.71,2.28677286,-0.0807997994403221
1585527900,2020-03-30 00:25:00,5902.98,5902.98,5895.6,5895.6,4.74512295,-0.1250215992600212
1585527960,2020-03-30 00:26:00,5896.67,5897.65,5891.24,5895.85,4.08152839,-0.013906153812231462
